No	TMNo	EnNo	Name	INOUT	Mode	DateTime
599	1	5		0	6	2018/01/08 18:02:23
600	1	3		0	6	2018/01/08 18:02:28
601	1	4		0	6	2018/01/08 18:07:03
602	1	6		0	6	2018/01/08 18:07:32
603	1	6		0	6	2018/01/08 18:07:32
604	1	2		0	6	2018/01/08 18:07:41
605	1	1		0	6	2018/01/08 18:08:01
606	1	1		0	6	2018/01/08 18:08:01
607	1	4		0	5	2018/01/09 08:23:19
608	1	24		0	5	2018/01/09 08:23:29
609	1	23		0	5	2018/01/09 08:35:46
610	1	1		0	5	2018/01/09 08:36:00
611	1	7		0	5	2018/01/09 08:36:08
612	1	7		0	5	2018/01/09 08:36:08
613	1	6		0	5	2018/01/09 08:36:16
614	1	6		0	5	2018/01/09 08:36:16
615	1	26		0	5	2018/01/09 08:37:03
616	1	26		0	5	2018/01/09 08:37:03
617	1	25		0	5	2018/01/09 08:40:10
618	1	16		0	5	2018/01/09 08:46:08
619	1	9		0	5	2018/01/09 08:46:58
620	1	11		0	5	2018/01/09 08:54:30
621	1	21		0	5	2018/01/09 08:55:15
622	1	17		0	5	2018/01/09 08:59:43
623	1	19		0	5	2018/01/09 09:01:06
624	1	18		0	5	2018/01/09 09:03:46
625	1	8		0	5	2018/01/09 09:03:50
626	1	12		0	5	2018/01/09 09:05:12
627	1	2		0	5	2018/01/09 09:05:15
628	1	2		0	5	2018/01/09 09:05:17
629	1	5		0	5	2018/01/09 09:10:19
630	1	20		0	5	2018/01/09 09:10:23
631	1	14		0	5	2018/01/09 09:20:00
632	1	15		0	5	2018/01/09 09:25:44
633	1	22		0	5	2018/01/09 09:37:18
634	1	3		0	5	2018/01/09 09:52:05
635	1	13		0	5	2018/01/09 09:52:11
636	1	13		0	5	2018/01/09 09:52:11
637	1	21		0	6	2018/01/09 12:00:04
638	1	16		0	6	2018/01/09 12:00:14
639	1	22		0	6	2018/01/09 12:00:17
640	1	19		0	6	2018/01/09 12:00:26
641	1	18		0	6	2018/01/09 12:00:31
642	1	20		0	6	2018/01/09 12:00:37
643	1	5		0	6	2018/01/09 12:00:44
644	1	17		0	6	2018/01/09 12:01:42
645	1	26		0	6	2018/01/09 12:02:51
646	1	24		0	6	2018/01/09 12:02:55
647	1	25		0	6	2018/01/09 12:03:19
648	1	23		0	6	2018/01/09 12:03:26
649	1	23		0	6	2018/01/09 12:03:26
650	1	24		0	5	2018/01/09 12:05:22
651	1	9		0	6	2018/01/09 12:13:06
652	1	12		0	6	2018/01/09 12:13:18
653	1	3		0	6	2018/01/09 12:15:22
654	1	7		0	6	2018/01/09 12:15:24
655	1	7		0	6	2018/01/09 12:15:24
656	1	23		0	5	2018/01/09 12:20:02
657	1	23		0	5	2018/01/09 12:20:02
658	1	26		0	5	2018/01/09 12:20:39
659	1	25		0	5	2018/01/09 12:24:33
660	1	19		0	5	2018/01/09 12:29:51
661	1	22		0	5	2018/01/09 12:29:55
662	1	16		0	5	2018/01/09 12:30:08
663	1	20		0	5	2018/01/09 12:30:10
664	1	18		0	5	2018/01/09 12:30:14
665	1	17		0	5	2018/01/09 12:40:25
666	1	1		0	6	2018/01/09 12:52:24
667	1	1		0	5	2018/01/09 12:52:32
668	1	9		0	5	2018/01/09 12:52:35
669	1	7		0	5	2018/01/09 12:52:40
670	1	7		0	5	2018/01/09 12:52:40
671	1	12		0	5	2018/01/09 12:52:46
672	1	21		0	5	2018/01/09 12:53:34
673	1	3		0	5	2018/01/09 12:53:39
674	1	13		0	5	2018/01/09 12:57:56
675	1	13		0	5	2018/01/09 12:57:56
676	1	13		0	5	2018/01/09 13:19:33
677	1	13		0	5	2018/01/09 13:50:07
678	1	23		0	5	2018/01/09 14:50:16
679	1	24		0	6	2018/01/09 15:21:56
680	1	26		0	6	2018/01/09 15:22:03
681	1	25		0	6	2018/01/09 15:24:34
682	1	27		0	6	2018/01/09 16:09:19
683	1	28		0	5	2018/01/09 16:10:07
684	1	29		0	5	2018/01/09 16:10:41
685	1	30		0	5	2018/01/09 16:11:20
686	1	30		0	5	2018/01/09 16:11:20
687	1	21		0	6	2018/01/09 18:00:04
688	1	17		0	6	2018/01/09 18:00:11
689	1	20		0	6	2018/01/09 18:00:13
690	1	16		0	6	2018/01/09 18:00:16
691	1	18		0	6	2018/01/09 18:00:31
692	1	19		0	6	2018/01/09 18:01:08
693	1	22		0	6	2018/01/09 18:01:53
694	1	5		0	6	2018/01/09 18:01:57
695	1	27		0	6	2018/01/09 18:02:29
696	1	29		0	6	2018/01/09 18:02:38
697	1	30		0	6	2018/01/09 18:02:51
698	1	9		0	6	2018/01/09 18:03:01
699	1	28		0	6	2018/01/09 18:03:08
700	1	28		0	6	2018/01/09 18:03:08
701	1	12		0	6	2018/01/09 18:04:53
702	1	1		0	6	2018/01/09 18:11:17
703	1	3		0	6	2018/01/09 18:11:25
704	1	2		0	6	2018/01/09 18:12:38
705	1	2		0	6	2018/01/09 18:12:38
706	1	2		0	6	2018/01/09 18:12:40
707	1	2		0	6	2018/01/09 18:12:40
708	1	2		0	6	2018/01/09 18:12:42
709	1	2		0	6	2018/01/09 18:12:42
710	1	11		0	6	2018/01/09 18:19:21
711	1	11		0	6	2018/01/09 18:19:21
712	1	4		0	6	2018/01/09 18:25:50
713	1	13		0	6	2018/01/09 18:45:04
714	1	7		0	6	2018/01/09 18:52:30
715	1	7		0	6	2018/01/09 18:52:30
716	1	14		0	6	2018/01/09 18:52:35
717	1	5		0	5	2018/01/10 07:43:10
718	1	13		0	5	2018/01/10 08:05:52
719	1	13		0	5	2018/01/10 08:05:52
720	1	6		0	5	2018/01/10 08:21:12
721	1	6		0	5	2018/01/10 08:21:12
722	1	18		0	5	2018/01/10 08:37:32
723	1	4		0	5	2018/01/10 08:43:20
724	1	7		0	5	2018/01/10 08:47:31
725	1	7		0	5	2018/01/10 08:47:31
726	1	1		0	5	2018/01/10 08:47:36
727	1	11		0	5	2018/01/10 08:52:03
728	1	11		0	5	2018/01/10 08:52:03
729	1	19		0	5	2018/01/10 08:56:36
730	1	29		0	5	2018/01/10 08:56:46
731	1	12		0	5	2018/01/10 09:00:11
732	1	21		0	5	2018/01/10 09:00:19
733	1	17		0	5	2018/01/10 09:02:30
734	1	16		0	5	2018/01/10 09:06:19
735	1	8		0	5	2018/01/10 09:08:31
736	1	20		0	5	2018/01/10 09:14:06
737	1	28		0	5	2018/01/10 09:14:10
738	1	9		0	5	2018/01/10 09:19:41
739	1	9		0	5	2018/01/10 09:19:41
740	1	14		0	5	2018/01/10 09:19:46
741	1	15		0	5	2018/01/10 09:32:06
742	1	22		0	5	2018/01/10 09:41:11
743	1	3		0	5	2018/01/10 09:47:24
744	1	3		0	5	2018/01/10 09:47:24
745	1	22		0	6	2018/01/10 12:00:38
746	1	4		0	6	2018/01/10 12:00:51
747	1	5		0	6	2018/01/10 12:00:59
748	1	1		0	6	2018/01/10 12:01:04
749	1	12		0	6	2018/01/10 12:01:09
750	1	9		0	6	2018/01/10 12:01:20
751	1	3		0	6	2018/01/10 12:01:31
752	1	19		0	6	2018/01/10 12:01:40
753	1	20		0	6	2018/01/10 12:01:44
754	1	16		0	6	2018/01/10 12:01:47
755	1	28		0	6	2018/01/10 12:02:02
756	1	28		0	6	2018/01/10 12:02:02
757	1	21		0	6	2018/01/10 12:02:08
758	1	13		0	6	2018/01/10 12:02:18
759	1	13		0	6	2018/01/10 12:02:18
760	1	29		0	6	2018/01/10 12:02:31
761	1	7		0	6	2018/01/10 12:02:41
762	1	7		0	6	2018/01/10 12:02:41
763	1	15		0	6	2018/01/10 12:02:46
764	1	18		0	6	2018/01/10 12:03:20
765	1	18		0	6	2018/01/10 12:03:20
766	1	17		0	6	2018/01/10 12:03:27
767	1	14		0	6	2018/01/10 12:31:48
768	1	1		0	5	2018/01/10 12:37:34
769	1	9		0	5	2018/01/10 12:37:39
770	1	3		0	5	2018/01/10 12:37:42
771	1	3		0	5	2018/01/10 12:37:42
772	1	7		0	5	2018/01/10 12:37:50
773	1	7		0	5	2018/01/10 12:37:53
774	1	7		0	5	2018/01/10 12:37:53
775	1	28		0	5	2018/01/10 12:38:31
776	1	22		0	5	2018/01/10 12:41:05
777	1	12		0	5	2018/01/10 12:41:11
778	1	18		0	5	2018/01/10 12:41:19
779	1	29		0	5	2018/01/10 12:46:23
780	1	17		0	5	2018/01/10 12:47:13
781	1	16		0	5	2018/01/10 12:47:17
782	1	19		0	5	2018/01/10 12:47:36
783	1	19		0	5	2018/01/10 12:47:36
784	1	21		0	5	2018/01/10 12:47:43
785	1	21		0	5	2018/01/10 12:47:43
786	1	19		0	5	2018/01/10 12:48:08
787	1	4		0	5	2018/01/10 12:54:24
788	1	4		0	5	2018/01/10 12:54:24
789	1	13		0	5	2018/01/10 12:58:07
790	1	15		0	5	2018/01/10 12:58:13
791	1	15		0	5	2018/01/10 12:58:13
792	1	5		0	5	2018/01/10 13:02:53
793	1	30		0	5	2018/01/10 13:50:41
794	1	29		0	6	2018/01/10 14:02:27
795	1	28		0	6	2018/01/10 14:02:30
796	1	27		0	5	2018/01/10 14:06:21
797	1	27		0	5	2018/01/10 14:06:21
798	1	2		0	5	2018/01/10 15:56:30
799	1	18		0	6	2018/01/10 18:00:39
800	1	5		0	6	2018/01/10 18:00:41
801	1	21		0	6	2018/01/10 18:00:44
802	1	16		0	6	2018/01/10 18:00:52
803	1	17		0	6	2018/01/10 18:01:36
804	1	27		0	6	2018/01/10 18:02:28
805	1	30		0	6	2018/01/10 18:02:33
806	1	22		0	6	2018/01/10 18:02:42
807	1	12		0	6	2018/01/10 18:03:53
808	1	1		0	6	2018/01/10 18:04:06
809	1	14		0	6	2018/01/10 18:05:57
810	1	4		0	6	2018/01/10 18:06:33
811	1	19		0	6	2018/01/10 18:07:36
812	1	6		0	6	2018/01/10 18:09:56
813	1	6		0	6	2018/01/10 18:09:56
814	1	3		0	6	2018/01/10 18:14:49
815	1	2		0	6	2018/01/10 19:12:02
816	1	9		0	6	2018/01/10 19:12:07
817	1	13		0	6	2018/01/10 19:49:36
818	1	11		0	6	2018/01/10 20:19:06
819	1	1		0	5	2018/01/11 08:23:33
820	1	11		0	5	2018/01/11 08:30:16
821	1	11		0	5	2018/01/11 08:30:16
822	1	7		0	5	2018/01/11 08:31:06
823	1	7		0	5	2018/01/11 08:31:06
824	1	7		0	5	2018/01/11 08:31:08
825	1	6		0	5	2018/01/11 08:31:32
826	1	6		0	5	2018/01/11 08:31:32
827	1	9		0	5	2018/01/11 08:44:15
828	1	16		0	5	2018/01/11 08:44:22
829	1	4		0	5	2018/01/11 08:46:56
830	1	29		0	5	2018/01/11 08:48:44
831	1	5		0	5	2018/01/11 08:56:43
832	1	8		0	5	2018/01/11 08:58:29
833	1	8		0	5	2018/01/11 08:58:29
834	1	17		0	5	2018/01/11 08:59:51
835	1	17		0	5	2018/01/11 08:59:51
836	1	18		0	5	2018/01/11 08:59:54
837	1	19		0	5	2018/01/11 09:01:18
838	1	12		0	5	2018/01/11 09:03:02
839	1	13		0	5	2018/01/11 09:05:18
840	1	13		0	5	2018/01/11 09:05:18
841	1	21		0	5	2018/01/11 09:07:15
842	1	22		0	5	2018/01/11 09:09:46
843	1	28		0	5	2018/01/11 09:15:35
844	1	20		0	5	2018/01/11 09:20:51
845	1	14		0	5	2018/01/11 09:22:04
846	1	15		0	5	2018/01/11 09:34:18
847	1	2		0	5	2018/01/11 09:35:56
848	1	3		0	5	2018/01/11 10:12:29
849	1	3		0	5	2018/01/11 10:12:29
850	1	5		0	6	2018/01/11 12:00:17
851	1	9		0	6	2018/01/11 12:00:22
852	1	9		0	6	2018/01/11 12:00:22
853	1	9		0	6	2018/01/11 12:00:24
854	1	9		0	6	2018/01/11 12:00:24
855	1	9		0	6	2018/01/11 12:00:26
856	1	9		0	6	2018/01/11 12:00:26
857	1	9		0	6	2018/01/11 12:00:28
858	1	8		0	6	2018/01/11 12:01:01
859	1	1		0	6	2018/01/11 12:01:03
860	1	13		0	6	2018/01/11 12:01:08
861	1	3		0	6	2018/01/11 12:01:11
862	1	18		0	6	2018/01/11 12:01:18
863	1	20		0	6	2018/01/11 12:01:37
864	1	12		0	6	2018/01/11 12:01:41
865	1	21		0	6	2018/01/11 12:01:51
866	1	16		0	6	2018/01/11 12:01:59
867	1	29		0	6	2018/01/11 12:02:02
868	1	22		0	6	2018/01/11 12:02:07
869	1	17		0	6	2018/01/11 12:02:16
870	1	7		0	6	2018/01/11 12:02:21
871	1	7		0	6	2018/01/11 12:02:21
872	1	19		0	6	2018/01/11 12:02:25
873	1	22		0	5	2018/01/11 12:33:10
874	1	18		0	5	2018/01/11 12:33:16
875	1	12		0	5	2018/01/11 12:33:27
876	1	20		0	5	2018/01/11 12:35:05
877	1	29		0	5	2018/01/11 12:48:19
878	1	28		0	5	2018/01/11 12:48:34
879	1	21		0	5	2018/01/11 13:00:13
880	1	1		0	5	2018/01/11 13:11:11
881	1	9		0	5	2018/01/11 13:11:13
882	1	3		0	5	2018/01/11 13:11:17
883	1	7		0	5	2018/01/11 13:11:22
884	1	7		0	5	2018/01/11 13:11:22
885	1	5		0	5	2018/01/11 13:19:51
886	1	13		0	5	2018/01/11 13:20:38
887	1	13		0	5	2018/01/11 13:20:38
888	1	30		0	5	2018/01/11 13:22:59
889	1	17		0	5	2018/01/11 13:23:16
890	1	19		0	5	2018/01/11 13:23:24
891	1	19		0	5	2018/01/11 13:23:25
892	1	16		0	5	2018/01/11 13:23:41
893	1	14		0	5	2018/01/11 13:31:43
894	1	27		0	5	2018/01/11 13:55:44
895	1	28		0	6	2018/01/11 14:03:21
896	1	28		0	6	2018/01/11 14:03:21
897	1	29		0	6	2018/01/11 14:03:47
898	1	21		0	6	2018/01/11 18:00:05
899	1	18		0	6	2018/01/11 18:00:14
900	1	17		0	6	2018/01/11 18:00:19
901	1	22		0	6	2018/01/11 18:00:24
902	1	16		0	6	2018/01/11 18:00:30
903	1	20		0	6	2018/01/11 18:00:35
904	1	30		0	6	2018/01/11 18:01:13
905	1	2		0	6	2018/01/11 18:01:18
906	1	27		0	6	2018/01/11 18:01:26
907	1	5		0	6	2018/01/11 18:02:07
908	1	3		0	6	2018/01/11 18:02:35
909	1	3		0	6	2018/01/11 18:02:35
910	1	19		0	6	2018/01/11 18:03:50
911	1	12		0	6	2018/01/11 18:05:09
912	1	6		0	6	2018/01/11 18:06:57
913	1	1		0	6	2018/01/11 18:08:01
914	1	7		0	6	2018/01/11 18:08:05
915	1	7		0	6	2018/01/11 18:08:05
916	1	7		0	6	2018/01/11 18:08:07
917	1	4		0	6	2018/01/11 18:14:53
918	1	13		0	6	2018/01/11 18:27:09
919	1	13		0	6	2018/01/11 18:27:09
920	1	9		0	6	2018/01/11 18:27:16
921	1	1		0	6	2018/01/11 18:28:09
922	1	15		0	6	2018/01/11 18:28:13
923	1	11		0	6	2018/01/11 19:55:02
924	1	11		0	6	2018/01/11 19:55:09
925	1	11		0	6	2018/01/11 19:55:09
926	1	4		0	5	2018/01/12 08:51:14
927	1	6		0	5	2018/01/12 09:00:41
928	1	6		0	5	2018/01/12 09:00:41
929	1	21		0	5	2018/01/12 09:01:56
930	1	5		0	5	2018/01/12 09:12:13
931	1	13		0	5	2018/01/12 09:18:54
932	1	13		0	5	2018/01/12 09:18:54
933	1	12		0	5	2018/01/12 09:19:10
934	1	17		0	5	2018/01/12 09:27:28
935	1	22		0	5	2018/01/12 09:47:30
936	1	18		0	5	2018/01/12 09:54:35
937	1	9		0	5	2018/01/12 09:57:44
938	1	15		0	5	2018/01/12 10:10:59
939	1	19		0	5	2018/01/12 10:38:26
940	1	21		0	6	2018/01/12 12:00:11
941	1	17		0	6	2018/01/12 12:00:16
942	1	18		0	6	2018/01/12 12:01:01
943	1	22		0	6	2018/01/12 12:01:09
944	1	19		0	6	2018/01/12 12:01:21
945	1	12		0	6	2018/01/12 12:01:32
946	1	13		0	6	2018/01/12 12:01:35
947	1	5		0	6	2018/01/12 12:01:45
948	1	6		0	6	2018/01/12 12:02:44
949	1	6		0	6	2018/01/12 12:02:44
950	1	4		0	6	2018/01/12 12:17:48
951	1	4		0	5	2018/01/12 12:17:55
952	1	22		0	5	2018/01/12 12:21:50
953	1	19		0	5	2018/01/12 12:22:14
954	1	12		0	5	2018/01/12 12:34:24
955	1	21		0	5	2018/01/12 12:58:52
956	1	18		0	5	2018/01/12 12:59:10
957	1	5		0	5	2018/01/12 13:00:16
958	1	14		0	5	2018/01/12 13:00:19
959	1	17		0	5	2018/01/12 13:00:33
960	1	17		0	6	2018/01/12 13:20:46
961	1	9		0	6	2018/01/12 17:16:44
962	1	4		0	6	2018/01/12 18:00:02
963	1	21		0	6	2018/01/12 18:00:08
964	1	18		0	6	2018/01/12 18:00:12
965	1	22		0	6	2018/01/12 18:00:18
966	1	5		0	6	2018/01/12 18:00:23
967	1	19		0	6	2018/01/12 18:03:39
968	1	12		0	6	2018/01/12 18:08:50
969	1	15		0	6	2018/01/12 18:12:00
970	1	13		0	6	2018/01/12 19:40:24
971	1	1		0	0	2018/01/15 08:35:33
972	1	6		0	0	2018/01/15 08:35:36
973	1	6		0	0	2018/01/15 08:35:36
974	1	11		0	0	2018/01/15 08:39:44
975	1	13		0	0	2018/01/15 08:39:52
976	1	5		0	0	2018/01/15 08:41:20
977	1	7		0	0	2018/01/15 08:51:36
978	1	7		0	0	2018/01/15 08:51:36
979	1	4		0	0	2018/01/15 08:54:56
980	1	17		0	0	2018/01/15 08:56:28
981	1	14		0	0	2018/01/15 09:01:44
982	1	9		0	0	2018/01/15 09:04:39
983	1	19		0	0	2018/01/15 09:04:48
984	1	21		0	5	2018/01/15 09:07:29
985	1	21		0	5	2018/01/15 09:07:29
986	1	12		0	5	2018/01/15 09:15:29
987	1	2		0	5	2018/01/15 09:19:27
988	1	2		0	5	2018/01/15 09:19:27
989	1	20		0	5	2018/01/15 09:31:36
990	1	22		0	5	2018/01/15 09:36:17
991	1	3		0	5	2018/01/15 10:40:18
992	1	5		0	6	2018/01/15 12:00:12
993	1	14		0	6	2018/01/15 12:00:15
994	1	22		0	6	2018/01/15 12:00:50
995	1	1		0	6	2018/01/15 12:01:09
996	1	12		0	6	2018/01/15 12:01:15
997	1	20		0	6	2018/01/15 12:01:24
998	1	21		0	6	2018/01/15 12:01:39
999	1	17		0	6	2018/01/15 12:01:45
1000	1	3		0	6	2018/01/15 12:01:59
1001	1	19		0	6	2018/01/15 12:02:03
1002	1	4		0	6	2018/01/15 12:04:21
1003	1	4		0	5	2018/01/15 12:29:41
1004	1	9		0	6	2018/01/15 12:30:46
1005	1	9		0	5	2018/01/15 12:30:58
1006	1	1		0	5	2018/01/15 12:31:06
1007	1	3		0	5	2018/01/15 12:31:10
1008	1	22		0	5	2018/01/15 12:39:56
1009	1	21		0	5	2018/01/15 12:40:04
1010	1	21		0	5	2018/01/15 12:40:04
1011	1	17		0	5	2018/01/15 12:40:08
1012	1	17		0	5	2018/01/15 12:40:08
1013	1	12		0	5	2018/01/15 12:40:12
1014	1	7		0	5	2018/01/15 12:40:23
1015	1	7		0	5	2018/01/15 12:40:23
1016	1	20		0	5	2018/01/15 12:41:44
1017	1	19		0	5	2018/01/15 12:41:49
1018	1	5		0	5	2018/01/15 13:00:11
1019	1	14		0	5	2018/01/15 13:40:01
1020	1	5		0	5	2018/01/15 18:00:06
1021	1	22		0	5	2018/01/15 18:00:15
1022	1	22		0	5	2018/01/15 18:00:15
1023	1	20		0	5	2018/01/15 18:00:23
1024	1	20		0	5	2018/01/15 18:00:23
1025	1	21		0	5	2018/01/15 18:00:26
1026	1	17		0	5	2018/01/15 18:00:31
1027	1	17		0	5	2018/01/15 18:00:31
1028	1	9		0	5	2018/01/15 18:02:17
1029	1	9		0	6	2018/01/15 18:02:29
1030	1	19		0	6	2018/01/15 18:02:50
1031	1	6		0	6	2018/01/15 18:03:40
1032	1	14		0	6	2018/01/15 18:03:44
1033	1	14		0	6	2018/01/15 18:03:44
1034	1	14		0	6	2018/01/15 18:03:46
1035	1	14		0	6	2018/01/15 18:03:46
1036	1	6		0	6	2018/01/15 18:04:54
1037	1	3		0	6	2018/01/15 18:05:20
1038	1	12		0	6	2018/01/15 18:05:29
1039	1	4		0	6	2018/01/15 18:11:44
1040	1	11		0	6	2018/01/15 18:11:50
1041	1	11		0	6	2018/01/15 18:11:50
1042	1	13		0	6	2018/01/15 18:15:21
1043	1	13		0	6	2018/01/15 18:15:21
1044	1	2		0	6	2018/01/15 20:10:55
1045	1	2		0	6	2018/01/15 20:27:03
1046	1	2		0	6	2018/01/15 20:27:06
1047	1	2		0	6	2018/01/15 20:27:06
1048	1	2		0	6	2018/01/15 20:27:09
1049	1	2		0	6	2018/01/15 20:27:09
1050	1	6		0	0	2018/01/16 08:42:24
1051	1	4		0	5	2018/01/16 08:51:22
1052	1	7		0	5	2018/01/16 08:51:32
1053	1	7		0	5	2018/01/16 08:51:32
1054	1	21		0	5	2018/01/16 08:56:54
1055	1	15		0	5	2018/01/16 09:00:38
1056	1	9		0	5	2018/01/16 09:03:40
1057	1	13		0	5	2018/01/16 09:03:44
1058	1	5		0	5	2018/01/16 09:09:57
1059	1	17		0	5	2018/01/16 09:13:53
1060	1	14		0	5	2018/01/16 09:13:55
1061	1	1		0	5	2018/01/16 09:15:10
1062	1	11		0	5	2018/01/16 09:15:16
1063	1	11		0	5	2018/01/16 09:15:16
1064	1	2		0	5	2018/01/16 09:15:19
1065	1	20		0	5	2018/01/16 09:19:51
1066	1	18		0	5	2018/01/16 09:19:53
1067	1	12		0	5	2018/01/16 09:21:34
1068	1	22		0	5	2018/01/16 09:31:46
1069	1	3		0	5	2018/01/16 10:17:58
1070	1	3		0	5	2018/01/16 10:17:58
1071	1	4		0	6	2018/01/16 12:00:05
1072	1	21		0	6	2018/01/16 12:00:36
1073	1	22		0	6	2018/01/16 12:00:40
1074	1	18		0	6	2018/01/16 12:00:42
1075	1	20		0	6	2018/01/16 12:00:45
1076	1	17		0	6	2018/01/16 12:00:49
1077	1	12		0	6	2018/01/16 12:01:06
1078	1	13		0	6	2018/01/16 12:01:20
1079	1	13		0	6	2018/01/16 12:01:20
1080	1	5		0	6	2018/01/16 12:01:23
1081	1	9		0	6	2018/01/16 12:01:29
1082	1	15		0	6	2018/01/16 12:01:32
1083	1	1		0	6	2018/01/16 12:01:44
1084	1	7		0	6	2018/01/16 12:02:01
1085	1	7		0	6	2018/01/16 12:02:01
1086	1	7		0	6	2018/01/16 12:02:03
1087	1	3		0	6	2018/01/16 12:02:08
1088	1	11		0	6	2018/01/16 12:03:43
1089	1	14		0	6	2018/01/16 12:03:48
1090	1	4		0	5	2018/01/16 12:14:01
1091	1	15		0	5	2018/01/16 12:37:55
1092	1	3		0	5	2018/01/16 12:38:06
1093	1	7		0	5	2018/01/16 12:38:13
1094	1	1		0	5	2018/01/16 12:38:38
1095	1	9		0	5	2018/01/16 12:38:46
1096	1	17		0	5	2018/01/16 12:44:11
1097	1	17		0	5	2018/01/16 12:44:11
1098	1	22		0	5	2018/01/16 12:44:14
1099	1	21		0	5	2018/01/16 12:44:22
1100	1	18		0	5	2018/01/16 12:44:28
1101	1	20		0	5	2018/01/16 12:46:00
1102	1	11		0	5	2018/01/16 12:50:14
1103	1	12		0	5	2018/01/16 12:50:28
1104	1	13		0	5	2018/01/16 12:56:23
1105	1	19		0	5	2018/01/16 12:56:29
1106	1	5		0	5	2018/01/16 13:00:20
1107	1	14		0	5	2018/01/16 13:00:22
1108	1	14		0	5	2018/01/16 13:00:22
1109	1	14		0	5	2018/01/16 18:00:14
1110	1	14		0	5	2018/01/16 18:00:14
1111	1	14		0	5	2018/01/16 18:00:16
1112	1	14		0	5	2018/01/16 18:00:16
1113	1	1		0	6	2018/01/16 18:00:39
1114	1	21		0	6	2018/01/16 18:00:47
1115	1	22		0	6	2018/01/16 18:00:51
1116	1	18		0	6	2018/01/16 18:01:13
1117	1	17		0	6	2018/01/16 18:01:29
1118	1	17		0	6	2018/01/16 18:01:29
1119	1	20		0	6	2018/01/16 18:01:48
1120	1	12		0	6	2018/01/16 18:06:32
1121	1	4		0	6	2018/01/16 18:12:44
1122	1	4		0	6	2018/01/16 18:12:44
1123	1	5		0	6	2018/01/16 18:12:58
1124	1	6		0	6	2018/01/16 18:13:13
1125	1	13		0	6	2018/01/16 18:28:28
1126	1	11		0	6	2018/01/16 18:32:15
1127	1	2		0	6	2018/01/16 19:45:27
1128	1	6		0	6	2018/01/17 08:19:12
1129	1	6		0	5	2018/01/17 08:19:34
1130	1	6		0	5	2018/01/17 08:19:34
1131	1	27		0	5	2018/01/17 08:29:29
1132	1	7		0	5	2018/01/17 08:29:33
1133	1	7		0	5	2018/01/17 08:29:33
1134	1	7		0	5	2018/01/17 08:29:35
1135	1	30		0	5	2018/01/17 08:44:26
1136	1	1		0	5	2018/01/17 08:45:16
1137	1	21		0	5	2018/01/17 09:04:01
1138	1	18		0	5	2018/01/17 09:04:07
1139	1	17		0	5	2018/01/17 09:04:50
1140	1	19		0	5	2018/01/17 09:06:08
1141	1	11		0	5	2018/01/17 09:09:35
1142	1	5		0	5	2018/01/17 09:12:03
1143	1	2		0	5	2018/01/17 09:12:45
1144	1	13		0	5	2018/01/17 09:19:36
1145	1	13		0	5	2018/01/17 09:19:36
1146	1	12		0	5	2018/01/17 09:24:26
1147	1	14		0	5	2018/01/17 09:27:49
1148	1	4		0	5	2018/01/17 09:29:39
1149	1	22		0	5	2018/01/17 09:35:58
1150	1	9		0	5	2018/01/17 09:37:30
1151	1	20		0	5	2018/01/17 09:41:24
1152	1	3		0	5	2018/01/17 10:30:08
1153	1	21		0	6	2018/01/17 12:00:22
1154	1	17		0	6	2018/01/17 12:00:35
1155	1	19		0	6	2018/01/17 12:00:43
1156	1	1		0	6	2018/01/17 12:00:55
1157	1	9		0	6	2018/01/17 12:00:59
1158	1	12		0	6	2018/01/17 12:01:04
1159	1	13		0	6	2018/01/17 12:01:08
1160	1	3		0	6	2018/01/17 12:01:13
1161	1	3		0	6	2018/01/17 12:01:13
1162	1	27		0	6	2018/01/17 12:02:05
1163	1	27		0	6	2018/01/17 12:02:05
1164	1	22		0	6	2018/01/17 12:02:11
1165	1	18		0	6	2018/01/17 12:02:22
1166	1	20		0	6	2018/01/17 12:02:29
1167	1	30		0	6	2018/01/17 12:04:10
1168	1	4		0	6	2018/01/17 12:04:58
1169	1	14		0	6	2018/01/17 12:26:47
1170	1	4		0	5	2018/01/17 12:27:04
1171	1	14		0	5	2018/01/17 12:27:17
1172	1	17		0	5	2018/01/17 12:30:09
1173	1	21		0	5	2018/01/17 12:30:24
1174	1	22		0	5	2018/01/17 12:30:31
1175	1	18		0	5	2018/01/17 12:31:49
1176	1	12		0	5	2018/01/17 12:31:54
1177	1	9		0	5	2018/01/17 12:33:45
1178	1	1		0	5	2018/01/17 12:33:49
1179	1	3		0	5	2018/01/17 12:33:54
1180	1	19		0	5	2018/01/17 12:34:11
1181	1	13		0	5	2018/01/17 12:47:38
1182	1	5		0	5	2018/01/17 13:00:17
1183	1	19		0	5	2018/01/17 13:00:32
1184	1	14		0	5	2018/01/17 13:00:52
1185	1	30		0	5	2018/01/17 13:02:33
1186	1	27		0	5	2018/01/17 13:02:39
1187	1	29		0	5	2018/01/17 13:11:25
1188	1	28		0	5	2018/01/17 14:23:00
1189	1	30		0	6	2018/01/17 15:18:27
1190	1	27		0	6	2018/01/17 15:18:35
1191	1	14		0	6	2018/01/17 18:00:08
1192	1	22		0	6	2018/01/17 18:00:18
1193	1	21		0	6	2018/01/17 18:00:22
1194	1	18		0	6	2018/01/17 18:00:25
1195	1	17		0	6	2018/01/17 18:00:29
1196	1	17		0	6	2018/01/17 18:00:29
